id,factor,category,subcategory,prime
1797,Sensation of pressure in ears,medical,physical,NULL
1817,Bending /sorting,SDOH,travel,NULL
1896,Back ache and headache,SDOH,wellness,NULL
1922,Snus headache,SDOH,wellness,NULL
1943,Back & neck pain,SDOH,wellness,NULL
1955,Neck pain adn eye pain,SDOH,wellness,NULL
1975,Back ache/neck ache,SDOH,wellness,NULL
1996,Chraitmas dinner,SDOH,Dietary,NULL
2023,Scared of the confusion,medical,emotional,NULL
2049,Losing weight but put in 2 lbs after eating a pretzel,SDOH,Dietary,NULL
2059,Hiop and back and neck aches,SDOH,wellness,NULL
2081,Unable to talk during flare up of tbi,medical,cognitive,NULL
2110,Back an neck ache,SDOH,wellness,NULL
2111,Legs aching,SDOH,wellness,NULL
2154,Speech,SDOH,wellness,NULL
2190,Pal carpal teunnel pain in both writst,SDOH,wellness,NULL
2207,Niebla del cerebro. Falta de enfoque,medical,cognitive,NULL
2208,Pérdida de memoria a largo plazo,medical,cognitive,NULL
2209,No encontrar palabras correctas,medical,cognitive,NULL
2294,NULL,SDOH,situational,NULL
2354,Pérdida de control de manos,medical,physical,NULL
1421,Flashes/floaters,medical,vision,NULL
1452,Trauma,SDOH,situational,NULL
1453,Trauma,SDOH,situational,NULL
1475,Eating,SDOH,Dietary,NULL
1519,Lower back pain,medical,physical,NULL
1522,Easily hurt myself,medical,physical,NULL
1546,Back pain shooting down my right leg,SDOH,wellness,NULL
1570,Massage?,SDOH,wellness,NULL
1596,Difficulty driving and parking,medical,physical,NULL
1597,Sore throat,medical,speech,NULL
1599,Difficulty driving and parking,medical,physical,NULL
1601,Distorted vision- i would look out a screen window and think it was raining,medical,vision,NULL
1621,"Decreased appetite, nausea",SDOH,Dietary,NULL
1651,Eye pain,medical,vision,NULL
1679,Street photography,SDOH,wellness,NULL
1707,Right leg burning sensation,medical,physical,NULL
1709,Lots of feeling in lower extremities on and off,medical,physical,NULL
1711,Back of the head throbbing when trying to comprehend what i visualize,medical,vision,NULL
1746,Bad mood,SDOH,wellness,NULL
1773,Heightened sense of smell,medical,physical,NULL
1798,Tallking,SDOH,situational,NULL
1818,I cry and feel tired,medical,cognitive,NULL
1897,Headaches light some sensitivity,medical,cognitive,NULL
1923,Wine,SDOH,wellness,NULL
1944,Neck/back pain,SDOH,wellness,NULL
1956,Head injury,SDOH,wellness,NULL
1976,Lower salt,SDOH,Dietary,NULL
1997,Not sleeping well,SDOH,wellness,NULL
2024,Slight head shaking,medical,sleep,NULL
2025,Scared of the confusion,medical,emotional,NULL
2050,Mild sinus heache,SDOH,wellness,NULL
2060,"Back, neck, and hip and",SDOH,wellness,NULL
2083,Unable to talk during flare up of tbi,medical,cognitive,NULL
2113,Headaches / migraines,medical,cognitive,NULL
2155,Venus insufficiency,SDOH,wellness,NULL
2191,Tingling hands,SDOH,wellness,NULL
2210,Concentración pobre.,medical,cognitive,NULL
2295,NULL,SDOH,situational,NULL
2353,Nerviosismo,medical,emotional,NULL
2358,Bostezos extremos,medical,sleep,NULL
1422,Flashes/floaters,medical,vision,NULL
1454,Went to bank and store,SDOH,situational,NULL
1476,Driving at night,SDOH,travel,NULL
1520,Ribs pop out,medical,physical,NULL
1526,Upper back pain,medical,physical,NULL
1547,Fatigue,medical,cognitive,NULL
1572,Leg spasms,medical,cognitive,NULL
1598,Distorted vision- i would look out a screen window and think it was raining,medical,vision,NULL
1600,Sore throat,medical,speech,NULL
1622,Head will go numb,medical,physical,NULL
1625,Heightened smell,medical,physical,NULL
1627,Chronic body pain,medical,physical,NULL
1652,Eye pain,medical,vision,NULL
1680,Head and neck pain,medical,cognitive,NULL
1708,Equilibrium off,medical,physical,NULL
1710,Inexplainable tickle in my throat causing random coughing and mouth dryness,medical,speech,NULL
1747,Neck pain and shoulder painder,SDOH,wellness,NULL
1775,Pain behind eyes,medical,vision,NULL
1799,Tired!,SDOH,wellness,NULL
1819,Mtbi,SDOH,wellness,NULL
1820,High heels,SDOH,environmental,NULL
1825,Must sit near the back in the darkest corner due to photophbia,SDOH,environmental,NULL
1830,"Tired and i can't leave",SDOH,situational,NULL
1835,"Chronic body pain - over 20 surgeries, 3 this year, 2 spinal",SDOH,Other,NULL
1840,"People that don't take responsibilty for their mistakes",SDOH,Other,NULL
1845,"Frustration - can't find words",SDOH,Other,NULL
1851,Tight tailored clothing,SDOH,environmental,NULL
1861,"Bright lights, halogen, florescent, led",SDOH,Other,NULL
1868,Anger at mother for being an alcholic narcissist that took us away from our loving father,SDOH,Other,NULL
1877,Feeling lonely,SDOH,Other,NULL
1898,Light,SDOH,wellness,NULL
1900,Dnuos,SDOH,travel,NULL
1924,Red wine,SDOH,Dietary,NULL
1945,Diverticulosis,SDOH,Dietary,NULL
1957,"Head ache, neck ache",SDOH,wellness,NULL
1977,Neckache,SDOH,wellness,NULL
1998,Ankle oddities again today,SDOH,situational,NULL
2026,Tremors in toes,medical,physical,NULL
2028,Tremors in toes,medical,physical,NULL
2029,Difficulties being on time,medical,speech,NULL
2051,Congestec,SDOH,wellness,NULL
2061,Hip and back pain,SDOH,wellness,NULL
2084,Red meat and alcohol,SDOH,wellness,NULL
2112,Poor decision making,medical,cognitive,NULL
2156,Assisted living staff,SDOH,situational,NULL
2192,Sometimes words are blurry.,medical,cognitive,NULL
2211,Concentración pobre.,medical,cognitive,NULL
2296,NULL,SDOH,situational,NULL
2359,Inhabilidad para conducir,SDOH,travel,NULL
2361,Bajo peso,SDOH,Dietary,NULL
2362,Nietos,SDOH,situational,NULL
2363,Estrés,SDOH,wellness,NULL
2364,Inhabilidad para conducir,SDOH,travel,NULL
2366,Bajo peso,SDOH,Dietary,NULL
1423,Grooming dogs,SDOH,situational,NULL
1455,Loosing a little weight,SDOH,Dietary,NULL
1477,Knee and sholder,SDOH,wellness,NULL
1525,Lower back pain,medical,physical,NULL
1529,Seeing horizontal lines s,medical,vision,NULL
1548,Vision testing,SDOH,situational,NULL
1571,Leg spasms,medical,cognitive,NULL
1602,Headache/neckache,SDOH,wellness,NULL
1623,Heightened smell,medical,physical,NULL
1624,Chronic body pain,medical,physical,NULL
1626,Head will go numb,medical,physical,NULL
1653,Can no longer do math in head,medical,speech,NULL
1657,Ocular migraines,medical,vision,NULL
1681,Relentless,medical,sleep,NULL
1683,Hypersensitive at times to all sensory components,medical,emotional,NULL
1684,"Left ear throbbing, random body jots",medical,physical,NULL
1685,Top right side of head,medical,vision,NULL
1691,Top right side of head,medical,vision,NULL
1712,Lack of understanding what is being said and struggling explaining thoughts and feelings,medical,cognitive,NULL
1748,Sore throat & tired,SDOH,wellness,NULL
1776,Lots of change and feeling lonely and lost,SDOH,situational,NULL
1800,In and out if car,SDOH,travel,NULL
1821,Tight tailored clothing,SDOH,environmental,NULL
1826,Chatter or background talking,SDOH,situational,NULL
1831,Indoor public buildings,SDOH,Other,NULL
1836,Fear of what others think of me,SDOH,Other,NULL
1841,People that look down on me as i ride a scooter,SDOH,Other,NULL
1847,"When loved ones die, like my father",SDOH,Other,NULL
1860,Indoor public buildings,SDOH,Other,NULL
1870,"People that don't take responsibilty for their mistakes",SDOH,Other,NULL
1899,Sound,SDOH,wellness,NULL
1925,Yoga movement up/down,SDOH,travel,NULL
1946,Eye exam,SDOH,screen time,NULL
1958,Slight concussion?,SDOH,wellness,NULL
1978,Sodium,SDOH,Dietary,NULL
1999,Dissociation,medical,emotional,NULL
2027,Difficulties being on time,medical,speech,NULL
2062,Reads emails and uses iphone lots,SDOH,wellness,NULL
2085,Constant interruptions,SDOH,environmental,NULL
2115,Impact of other people on my choices and wellbeing,SDOH,Other,NULL
2116,Expectations of others on me,SDOH,Other,NULL
2157,Assisted living staff,SDOH,situational,NULL
2193,Some letter appear blurry while reading.,medical,cognitive,NULL
2212,Pérdida de memoria a corto plazo,medical,cognitive,NULL
2298,Vómitos/Problemas digestivos,medical,physical,NULL
2299,Constipación,medical,physical,NULL
2300,Problemas recordando nombres,medical,speech,NULL
2301,Ojos incómodos,medical,vision,NULL
2360,Hambre,SDOH,Dietary,NULL
2365,Hambre,SDOH,Dietary,NULL
2367,Nietos,SDOH,situational,NULL
1424,Socialising increases symptoms,SDOH,wellness,NULL
1456,Nodding or shaking head causes pain,medical,physical,NULL
1457,Nodding or shaking head causes pain,medical,physical,NULL
1478,Knee bothering. me,SDOH,Other,NULL
1528,Easily hurt myself,medical,physical,NULL
1549,Adjusting to new glasses,SDOH,situational,NULL
1573,Exhausted,SDOH,wellness,NULL
1604,Hot nervy sensation up behind my ear and right side of face,medical,physical,NULL
1628,Snore a lot,medical,sleep,NULL
1654,Ocular migraines,medical,vision,NULL
1655,Flashes,medical,vision,NULL
1656,Can no longer do math in head,medical,speech,NULL
1658,Flashes,medical,vision,NULL
1682,Emotionless at times,medical,emotional,NULL
1713,Numb,medical,emotional,NULL
1714,Equilibrium off,medical,physical,NULL
1719,Lack of understanding what is being said and struggling explaining thoughts and feelings,medical,cognitive,NULL
1749,Headacheh,SDOH,wellness,NULL
1777,Noise,SDOH,wellness,NULL
1801,Windshield wipers,SDOH,environmental,NULL
1822,Heavy necklaces,SDOH,environmental,NULL
1827,Feeling very shy and self conscious,SDOH,situational,NULL
1829,Fear of being alone,SDOH,situational,NULL
1834,Lightheaded,SDOH,Other,NULL
1837,Frustration from parental alienation,SDOH,Other,NULL
1842,My house changing to being accessible,SDOH,Other,NULL
1852,Heavy necklaces,SDOH,environmental,NULL
1859,Fear of being alone,SDOH,situational,NULL
1867,Frustration from parental alienation,SDOH,Other,NULL
1878,"Frustration - can't find words",SDOH,Other,NULL
1901,Light sensitivity,medical,cognitive,NULL
1926,Roommates,SDOH,situational,NULL
1947,Neighbor,SDOH,situational,NULL
1959,Headache fro h[new head injury,SDOH,wellness,NULL
1979,Running errands,SDOH,situational,NULL
2000,"Neck, back adn knees achingh",SDOH,wellness,NULL
2030,Difficulty walking,SDOH,travel,NULL
2063,Computer and iphone,SDOH,wellness,NULL
2086,Distressed at loss of vision recurring after vision therapy,medical,emotional,NULL
2114,Stress causes me to freeze / not be able to think,SDOH,Other,NULL
2117,Impact of other people on my choices and wellbeing,SDOH,Other,NULL
2118,Expectations of others on me,SDOH,Other,NULL
2119,Stress causes me to freeze / not be able to think,SDOH,Other,NULL
2158,Shaky. fine motor skills,medical,physical,NULL
2194,Manicure,SDOH,situational,NULL
2213,Pensamiento o procesamiento lento,medical,cognitive,NULL
2297,Pitido en el oído,medical,physical,NULL
2302,Picor,medical,vision,NULL
2368,Zoom meeting,SDOH,screen time,NULL
2369,NULL,SDOH,situational,NULL
1425,Organization,SDOH,screen time,NULL
1458,Tightness in head,medical,physical,NULL
1479,Going downhill,SDOH,travel,NULL
1530,Quick eye movement makes me dizzy,medical,vision,NULL
1550,Slip and fall,SDOH,wellness,NULL
1574,Drill,SDOH,wellness,NULL
1603,Hands numb or tingling,medical,physical,NULL
1605,No gag reflex,medical,speech,NULL
1629,Spa,SDOH,wellness,NULL
1659,Over stimulation,medical,cognitive,NULL
1686,Do not know that i don’t know things,medical,cognitive,NULL
1689,Hypersensitive at times to all sensory components,medical,emotional,NULL
1716,Right leg burning sensation,medical,physical,NULL
1717,Inexplainable tickle in my throat causing random coughing and mouth dryness,medical,speech,NULL
1750,Sholder right,SDOH,wellness,NULL
1778,None,medical,speech,NULL
1802,Headache i’m sure from not eating and heat,SDOH,Dietary,NULL
1823,Bras,SDOH,environmental,NULL
1833,Too much caffeine,SDOH,Other,NULL
1838,"My game was volleyball and i can't play i was the captain",SDOH,Other,NULL
1843,I miss dancing with my friends,SDOH,Other,NULL
1853,Bras,SDOH,environmental,NULL
1857,Feeling very shy and self conscious,SDOH,situational,NULL
1863,"Tired and i can't leave",SDOH,situational,NULL
1871,People that look down on me as i ride a scooter,SDOH,Other,NULL
1902,Pain from left to right temples,medical,vision,NULL
1927,Water sports,SDOH,travel,NULL
1960,Susceptibility to interference,medical,cognitive,NULL
1980,Knee and blood pressure,SDOH,wellness,NULL
2001,Cross word puzzles,SDOH,Other,NULL
2031,Dietary protocol week 3,SDOH,Dietary,NULL
2064,Shadow lateral to left eye visual field,medical,cognitive,NULL
2087,Distressed at loss of vision recurring after vision therapy,medical,emotional,NULL
2121,Unable to relax/sleep well when i have things i need to do or have to wake up early - mind buzzing,medical,sleep,NULL
2122,Falling,medical,physical,NULL
2124,Reduced endurance,medical,physical,NULL
2125,Reduced muscle strength,medical,physical,NULL
2126,Difficulty to express myself,medical,speech,NULL
2127,Difficulty to find words,medical,speech,NULL
2128,With anxiety get very agitated because i cannot find the words or am being judged,medical,speech,NULL
2129,"Difficulty understanding or following conversations, directions or recipes",medical,cognitive,NULL
2131,Difficulty with executive functioning and making decisions,medical,cognitive,NULL
2134,Reduced muscle strength,medical,physical,NULL
2138,Difficulty to find words,medical,speech,NULL
2159,Spelling/typing problems,medical,cognitive,NULL
2160,Reading comprehension problems,medical,cognitive,NULL
2161,"Confusion, mental jumbling",medical,cognitive,NULL
2162,"Inattentional blindness (can't perceive what's in front of me)",medical,cognitive,NULL
2163,Unfamiliarity with familiar things (derealization),medical,cognitive,NULL
2164,Disorientation to time & loss of sense of time,medical,speech,NULL
2166,Spelling/typing problems,medical,cognitive,NULL
2167,Reading comprehension problems,medical,cognitive,NULL
2168,"Confusion, mental jumbling",medical,cognitive,NULL
2169,"Inattentional blindness (can't perceive what's in front of me)",medical,cognitive,NULL
2170,Unfamiliarity with familiar things (derealization),medical,cognitive,NULL
2171,Disorientation to time & loss of sense of time,medical,speech,NULL
2195,Parking,SDOH,travel,NULL
2214,Hidratación,SDOH,wellness,NULL
2303,Televisor/TV ,SDOH,screen time,NULL
2304,Deshidratación,SDOH,wellness,NULL
2305,Celular,SDOH,screen time,NULL
2306,Computadora,SDOH,screen time,NULL
2307,Calor (altas temperaturas),SDOH,environmental,NULL
2309,Ruidoso,SDOH,environmental,NULL
2311,Hijos/niños,SDOH,situational,NULL
2312,Amigos,SDOH,situational,NULL
2313,Pareja,SDOH,situational,NULL
2314,Practicar/escuchar música,SDOH,situational,NULL
2315,Citas médicas/terapias,SDOH,situational,NULL
2316,Realizar tareas,SDOH,situational,NULL
2317,Deshidratación,SDOH,wellness,NULL
2318,Ejercicios,SDOH,wellness,NULL
2319,Cafeína,SDOH,wellness,NULL
2321,Dolor muscular,SDOH,wellness,NULL
2322,Auto,SDOH,travel,NULL
2323,Caminatas,SDOH,travel,NULL
2324,Caminar,SDOH,travel,NULL
2325,Televisor/TV ,SDOH,screen time,NULL
2327,Computadora,SDOH,screen time,NULL
2328,Calor (altas temperaturas),SDOH,environmental,NULL
2370,Knee/shin pain,SDOH,wellness,NULL
1426,Spent day on couch,SDOH,wellness,NULL
1459,Tightness in head,medical,physical,NULL
1480,Knee pain,SDOH,wellness,NULL
1531,Rich food,SDOH,wellness,NULL
1551,Decreased appetite,SDOH,Dietary,NULL
1552,National guard,SDOH,situational,NULL
1575,Snowshoing,SDOH,travel,NULL
1606,Hands numb or tingling,medical,physical,NULL
1630,Bourbon,SDOH,Dietary,NULL
1660,Driving - focus,SDOH,screen time,NULL
1687,Relentless,medical,sleep,NULL
1688,Emotionless at times,medical,emotional,NULL
1718,Back of the head throbbing when trying to comprehend what i visualize,medical,vision,NULL
1751,Chronic pain,SDOH,wellness,NULL
1779,Sensitivity to smell,medical,physical,NULL
1780,Difficult to make decision,medical,speech,NULL
1781,I run into things,medical,vision,NULL
1783,Difficult to make decision,medical,speech,NULL
1803,Head/neck ache,SDOH,wellness,NULL
1824,"I can't find exits in enclosed public places",SDOH,environmental,NULL
1828,Bright lights,SDOH,situational,NULL
1832,"Bright lights, halogen, florescent, led",SDOH,Other,NULL
1839,Anger at mother for being an alcholic narcissist that took us away from our loving father,SDOH,Other,NULL
1844,Not having enough music in my life,SDOH,Other,NULL
1848,Feeling lonely,SDOH,Other,NULL
1849,Mtbi,SDOH,wellness,NULL
1866,Fear of what others think of me,SDOH,Other,NULL
1875,"When loved ones die, like my father",SDOH,Other,NULL
1903,Rem while awake,medical,sleep,NULL
1928,My back onthe seat of thecar,SDOH,travel,NULL
1961,"Light, glare off water or cars, anytype of near work or digital screens",SDOH,Other,NULL
1962,"Light, glare off water or cars, anytype of near work or digital screens",SDOH,Other,NULL
1981,Asthma attack,SDOH,wellness,NULL
2002,Cross word puzzles,SDOH,Other,NULL
2032,"Headaches, neck pain, back pain",SDOH,wellness,NULL
2065,Mid back pain,medical,physical,NULL
2088,Distress at losing vision after complete vision therapy,medical,emotional,NULL
2123,Lack of stamina / energy,medical,physical,NULL
2130,Unable to retain information - whether verbal or written,medical,cognitive,NULL
2132,Waking early and unable to get back to sleep so i get up at 3am or earlier when this happens,medical,sleep,NULL
2136,Reduced endurance,medical,physical,NULL
2165,Perseveration,medical,cognitive,NULL
2196,Interrupted sleep,medical,sleep,NULL
2215,Hidratación,SDOH,wellness,NULL
2308,Frío (bajas temperaturas),SDOH,environmental,NULL
2310,Sonidos altos,SDOH,environmental,NULL
1427,"Struggle with talking sometimes, mix or blend words, say things backwards like verbal dyslexia, will also call people other peoples names when i know the correct name",medical,speech,NULL
1460,Entire right side of body numb,medical,physical,NULL
1462,Entire right side of body numb,medical,physical,NULL
1481,Nausea,SDOH,Dietary,NULL
1532,Minimal screen time,SDOH,screen time,NULL
1553,Not sure? weather?,SDOH,environmental,NULL
1576,Decreases appetite the past few days,SDOH,Dietary,NULL
1607,Hot nervy sensation up behind my ear and right side of face,medical,physical,NULL
1631,Dissociation,medical,cognitive,NULL
1661,Birthday breakfast,SDOH,situational,NULL
1690,"Left ear throbbing, random body jots",medical,physical,NULL
1692,Do not know that i don’t know things,medical,cognitive,NULL
1720,Moving from being displacement into an apartment,SDOH,situational,NULL
1752,Thirsty,SDOH,Dietary,NULL
1782,Sensitivity to smell,medical,physical,NULL
1804,Stomach prob- diverticulosis,SDOH,wellness,NULL
1846,People that used to love me that i do not hear from.,SDOH,Other,NULL
1862,Lightheaded,SDOH,Other,NULL
1873,I miss dancing with my friends,SDOH,Other,NULL
1904,Rem while awake,medical,sleep,NULL
1929,Fell,SDOH,wellness,NULL
1963,Tingling at the bottom of left foot,SDOH,wellness,NULL
1982,Acid foods,SDOH,Dietary,NULL
2003,Dairy,SDOH,Dietary,NULL
2033,Bone/joint pain,SDOH,wellness,NULL
2066,Disbyosis,SDOH,Other,NULL
2089,Hormonal links to significant body swelling,SDOH,Other,NULL
2120,Waking early and unable to get back to sleep so i get up at 3am or earlier when this happens,medical,sleep,NULL
2133,Unable to relax/sleep well when i have things i need to do or have to wake up early - mind buzzing,medical,sleep,NULL
2137,Falling,medical,physical,NULL
2172,"Meats, egg",SDOH,Dietary,NULL
2173,Black seed oil,SDOH,wellness,NULL
2174,Supplements,SDOH,wellness,NULL
2175,"Meats, egg",SDOH,Dietary,NULL
2197,Unsteady gait,SDOH,wellness,NULL
2216,Enfermedad,SDOH,wellness,NULL
2320,Relajación/descanso,SDOH,wellness,NULL
2330,Sonidos altos,SDOH,environmental,NULL
2332,Hijos/niños,SDOH,situational,NULL
2335,Citas médicas/terapias,SDOH,situational,NULL
2336,Practicar/escuchar música,SDOH,situational,NULL
2337,Realizar tareas,SDOH,situational,NULL
1428,"Struggle with talking sometimes, mix or blend words, say things backwards like verbal dyslexia, will also call people other peoples names when i know the correct name",medical,speech,NULL
1461,"Can't fall asleep",medical,sleep,NULL
1482,Not much sleep,SDOH,wellness,NULL
1533,Sick spouse,SDOH,environmental,NULL
1554,Eye strain/pain,medical,vision,NULL
1577,Tip of right thumb always numb now,medical,physical,NULL
1578,Increase in floaters,medical,vision,NULL
1608,No gag reflex,medical,speech,NULL
1632,Loss of hearing,medical,physical,NULL
1634,Loss of hearing,medical,physical,NULL
1662,Church,SDOH,situational,NULL
1693,Daily stressors are triggers naturally,SDOH,situational,NULL
1721,Mousing for colon prep,SDOH,Dietary,NULL
1753,Low blood,SDOH,wellness,NULL
1784,I run into things,medical,vision,NULL
1805,Stomach issues,SDOH,situational,NULL
1850,High heels,SDOH,environmental,NULL
1854,"I can't find exits in enclosed public places",SDOH,environmental,NULL
1855,Must sit near the back in the darkest corner due to photophbia,SDOH,environmental,NULL
1865,Too much caffeine,SDOH,Other,NULL
1876,People that used to love me that i do not hear from.,SDOH,Other,NULL
1905,Feel stooopit,medical,emotional,NULL
1930,Pain in rib cage -right side,SDOH,wellness,NULL
1964,Swllen calves,SDOH,wellness,NULL
1984,Bright and/or flashing lights,SDOH,Other,NULL
2004,Dairy,SDOH,Dietary,NULL
2034,Inability to calculate math,medical,cognitive,NULL
2067,Class iv laser,medical,physical,NULL
2090,Hemorrhoids,SDOH,wellness,NULL
2135,Lack of stamina / energy,medical,physical,NULL
2176,Restaurant food,SDOH,Dietary,NULL
2177,Deeper discussions,SDOH,situational,NULL
2178,Busy all day no breaks,SDOH,situational,NULL
2217,Medicamentos,SDOH,wellness,NULL
2326,Celular,SDOH,screen time,NULL
2329,Frío (bajas temperaturas),SDOH,environmental,NULL
2334,Amigos,SDOH,situational,NULL
1429,"Tiredness, exercise",SDOH,Other,NULL
1430,Mass elevation changes like driving over the mountain to zero elevation,SDOH,travel,NULL
1431,Fast moving video games,SDOH,screen time,NULL
1463,Eye fatigue,medical,vision,NULL
1483,Knee,SDOH,wellness,NULL
1534,Nausea,medical,physical,NULL
1555,Eye strain/pain,medical,vision,NULL
1579,See stars when sitting up,medical,vision,NULL
1581,Tip of right thumb always numb now,medical,physical,NULL
1582,Increase in floaters,medical,vision,NULL
1609,Difficulty breathing,SDOH,wellness,NULL
1633,Epilepsy,medical,physical,NULL
1635,Epilepsy,medical,physical,NULL
1663,Harder to make decisions,medical,emotional,NULL
1664,Tingling on face @ site of injury,medical,physical,NULL
1665,Shoulder and back pain,medical,physical,NULL
1666,Poor word retrieval,medical,speech,NULL
1694,Certain voices and imagery are triggers,SDOH,situational,NULL
1697,Certain voices and imagery are triggers,SDOH,situational,NULL
1722,Too many processed foods,SDOH,Dietary,NULL
1754,Headache,SDOH,wellness,NULL
1785,Tingling throughout body,medical,physical,NULL
1786,Tingling throughout body,medical,physical,NULL
1806,Stomach issues,SDOH,wellness,NULL
1856,Chatter or background talking,SDOH,situational,NULL
1864,"Chronic body pain - over 20 surgeries, 3 this year, 2 spinal",SDOH,Other,NULL
1872,My house changing to being accessible,SDOH,Other,NULL
1906,"Vomit, constipation",SDOH,Dietary,NULL
1931,Sore ribs and neck,SDOH,wellness,NULL
1965,Stammer,medical,speech,NULL
1983,Loud noises,SDOH,Other,NULL
1986,Bright and/or flashing lights,SDOH,Other,NULL
2005,Nausea/nerves,SDOH,wellness,NULL
2035,Cannot solve problems,medical,cognitive,NULL
2068,School,SDOH,situational,NULL
2091,Stiff neck,SDOH,wellness,NULL
2139,With anxiety get very agitated because i cannot find the words or am being judged,medical,speech,NULL
2179,New surroundings,SDOH,environmental,NULL
2218,Ninguno,medical,sleep,NULL
2219,Ninguno,medical,sleep,NULL
2220,Dolor de cabeza/Migrañas,medical,physical,NULL
2222,Sensibilidad al ruido,medical,physical,NULL
2223,Pérdida de balance/Mareos,medical,physical,NULL
2224,Siempre hambriento,medical,physical,NULL
2225,Pérdida de apetito,medical,physical,NULL
2331,Ruidoso,SDOH,environmental,NULL
2333,Pareja,SDOH,situational,NULL
2338,Ejercicios,SDOH,wellness,NULL
1432,"Tiredness, exercise",SDOH,Other,NULL
1464,Eye fatigue,medical,vision,NULL
1484,I feel anxious about all i have to do and it makes me eat to calm down,SDOH,Dietary,NULL
1535,Saying things backwards,medical,speech,NULL
1556,Riding lawnmower,SDOH,travel,NULL
1580,More tired than normal by the end of the day,medical,sleep,NULL
1583,See stars when sitting up,medical,vision,NULL
1610,Doing good.want to eat after 10k,SDOH,Dietary,NULL
1636,Va diasppointment,SDOH,wellness,NULL
1667,Harder to make decisions,medical,emotional,NULL
1670,Poor word retrieval,medical,speech,NULL
1695,Sudden movements are triggers,SDOH,Other,NULL
1723,Colonoscopy,SDOH,wellness,NULL
1755,Not eating regularly past few days with scheduke,SDOH,Dietary,NULL
1787,Backache,SDOH,wellness,NULL
1807,Nck ache,SDOH,wellness,NULL
1858,Bright lights,SDOH,situational,NULL
1869,"My game was volleyball and i can't play i was the captain",SDOH,Other,NULL
1907,Bleeding,SDOH,situational,NULL
1932,Pulled rib muscles,SDOH,wellness,NULL
1966,Inconsistent sleep,medical,sleep,NULL
1967,Stammer,medical,speech,NULL
1985,Loud noises,SDOH,Other,NULL
2006,Scents,SDOH,Other,NULL
2036,Cannot do math,medical,cognitive,NULL
2039,Perserveration,medical,cognitive,NULL
2069,School,SDOH,situational,NULL
2092,Ears are not hearing,SDOH,wellness,NULL
2140,Difficulty to express myself,medical,speech,NULL
2180,Disorientation to time,medical,speech,NULL
2221,Ansiedad,medical,emotional,NULL
2226,Pérdida del gusto,medical,physical,NULL
2227,Extremidades de los dedos de los pies y manos frías,medical,physical,NULL
2339,NULL,SDOH,situational,NULL
1433,Prepping for colonsocopy,SDOH,Dietary,NULL
1465,Sinus infection,SDOH,Other,NULL
1485,Conference,SDOH,screen time,NULL
1536,Seeing lights,medical,physical,NULL
1557,Voting,SDOH,screen time,NULL
1584,"\"dark\" vision",medical,vision,NULL
1611,"Fear, panic attack",SDOH,wellness,NULL
1637,Va sadness,SDOH,situational,NULL
1668,Tingling on face @ site of injury,medical,physical,NULL
1696,Daily stressors are triggers naturally,SDOH,situational,NULL
1724,Physical activity,SDOH,wellness,NULL
1756,Difficulty speaking when tired,medical,speech,NULL
1788,Back adn neck ache,SDOH,wellness,NULL
1808,Continued ow blood pressure,SDOH,wellness,NULL
1874,Not having enough music in my life,SDOH,Other,NULL
1908,Hemroids,SDOH,wellness,NULL
1933,Exercise /low impact /movement,SDOH,travel,NULL
1987,Working on loosing weight,SDOH,Dietary,NULL
2007,Scents,SDOH,Other,NULL
2037,Sudden bouts of weakness (falling back),medical,physical,NULL
2038,Cognitive flexibility,medical,cognitive,NULL
2040,Unable to generalize learning/stories,medical,cognitive,NULL
2070,Therapy visual motor integration,SDOH,Other,NULL
2071,Therapy visual motor integration,SDOH,Other,NULL
2093,Gerd,SDOH,wellness,NULL
2141,Major trigger when my husband drives - always triggers my ptsd,SDOH,travel,NULL
2142,"Unknown triggers upsetting my stomach, causing cramping and diarrhea",SDOH,Dietary,NULL
2146,"Unknown triggers upsetting my stomach, causing cramping and diarrhea",SDOH,Dietary,NULL
2181,Loss of sense of time,medical,speech,NULL
2228,Talking this david,medical,cognitive,NULL
2340,Sore throat,SDOH,wellness,NULL
1434,New diet per dr k.,SDOH,Dietary,NULL
1466,Impulsive,SDOH,Other,NULL
1486,Fall,medical,physical,NULL
1537,Speech issues,medical,cognitive,NULL
1558,Possible narcolepsy?,medical,sleep,NULL
1585,"\"dark\" vision",medical,vision,NULL
1612,Working to lose weight,SDOH,Dietary,NULL
1638,Massage/aqua aerobics,SDOH,situational,NULL
1669,Shoulder and back pain,medical,physical,NULL
1698,Sudden movements are triggers,SDOH,Other,NULL
1725,After effects of colonoscopy,SDOH,wellness,NULL
1757,Difficulty speaking when tired,medical,speech,NULL
1789,Need to track,SDOH,Dietary,NULL
1809,Back ache,SDOH,wellness,NULL
1879,Overachieving,medical,emotional,NULL
1880,"Acting like i'm fine so no one will belittle me",medical,emotional,NULL
1881,Not taking care of myself and leaving places that stress me,medical,emotional,NULL
1882,When the day away from home is too long,medical,emotional,NULL
1883,Being far from home,medical,emotional,NULL
1884,Grief,medical,emotional,NULL
1885,"Chronic pain, in need of 3 surgeries",medical,physical,NULL
1886,"I've been in 15+ car wrecks,& most of the time i was a passenger.i caused 1 crash. to be in traffic is terrifying so i drive a lifted silverado",medical,physical,NULL
1909,Sister-in -lasw in hospice,SDOH,situational,NULL
1934,Insurance appeals,SDOH,situational,NULL
